"number","opened_at","caller_id","short_description","priority","state","assignment_group","assigned_to","sys_updated_on","close_notes"
"INC0157432","2025-06-17 11:29:30","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability - sto-seq was triggered for sto-svn-base01","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-19 12:00:01","Upon validation the server has not reboot and the availability alert was due to discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.

Where the metric shows a downtime, but Resource Health showing ""Available"" status, potentially triggering an alert.

This could happen due to temporary issues within the Azure monitoring or network latency, no further action required hence marking the ticket for closure."
"INC0157439","2025-06-17 12:16:31","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM availiabity vm-mappro-mms-1-prod","3 - Moderate","Closed","CDNA Stratogent","Anbalagan Dayananth (C)","2025-06-19 14:00:03","Hi Team,

We received a VM Availability alert for vm-mappro-mms-1-prod. However upon investigation we found that the VM is currently up and running. The Resource Health status is marked as Available and there are no signs of reboots or downtime.

We suspect a glitch between the VM availability metrics and Resource Health data from Azure. This may be due to temporary delays in metric collection or reporting on Azure's end, where the availability metric may indicate downtime while Resource Health continues to show the VM as available. Such inconsistencies can occasionally trigger false alerts possibly due to transient monitoring issues or network latency.

Additionally, no active service issues were observed all regions are reporting as healthy.

As no actual impact was observed, we will proceed with closing the ticket for now.

"
"INC0157450","2025-06-17 13:12:27","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability Sto-sql-db01","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-19 14:00:04","Upon validation the server has not reboot and the availability alert was due to discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.

Where the metric shows a downtime, but Resource Health showing ""Available"" status, potentially triggering an alert.

This could happen due to temporary issues within the Azure monitoring or network latency, sent a mail to the customer and no further action required hence marking the ticket for closure.
"
"INC0157395","2025-06-17 08:12:32","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability - sto-seq-base03","3 - Moderate","Closed","CDNA Stratogent","Sanjay Kumar (C)","2025-06-19 10:00:01","Hi Team,

Upon checking, the server is up and running fine.

There has been no reboot triggered from either the Azure portal or the server end.
The current uptime is 2 days and 19 hours.

Please find the attached evidence for your reference.

Thanks & Regards,
Sanjay S"
"INC0157387","2025-06-17 07:07:25","Microsoft Azure NoReply","Important: Azure Backup data will be permanently deleted || Vault :	vault-it-backup-wus2","3 - Moderate","Closed","CDNA Stratogent","Swaroop MS (C)","2025-06-19 09:00:02","
Upon checking the logs, we found that the deletion was initiated from Chris's account, and soft delete is currently enabled for 7 days.

As Chris explained, the backups for this file share were turned off because they are no longer needed.

Therefore, we are ignoring the alert and proceeding with ticket closure."
"INC0157386","2025-06-17 06:47:57","Sanjay Kumar (C)","Qualys agent uninstall from Azure for all the groups","4 - Low","Closed","CDNA Stratogent","Sanjay Kumar (C)","2025-06-19 08:00:03","Hi Team ,

We have successfully uninstalled the Qualys agent from the Azure end for all groups.
However, for 30 servers under the inface and rprt groups, we currently do not have access

PFA 

Thanks & Regards 
sanjay s"
"INC0157332","2025-06-16 12:16:04","SolarWinds ","Critical : Open : Node ""HQ-WiLine-FW"" IP ""67.207.110.49"" is ""Down""  Alert description: Node ""HQ-WiLine-FW""  IP ""67.207.110.49""  is DownAlert Generated time","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-18 13:00:03","We are able to ping the node with 0% packet loss, also node is up in SolarWinds,

As we received closure alert from SolarWinds, hence marking the ticket to closure."
"INC0157346","2025-06-16 14:09:13","SolarWinds ","Critical: Open - Application ""Windows Server 2016 Services and Counters"" on ""HALFDOME"" is currently WarningThe application Windows Server 2016 Services and Co","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-18 15:00:02","Upon checking, Application ""Windows Server 2016 Services and Counters"" on ""HALFDOME"" is Up

we found that the application and services are running properly.

% Processor Time (UP)

Therefore, we are closing this ticket."
"INC0157366","2025-06-16 19:19:35","Microsoft Azure NoReply","Azure: Activated Severity: 0 vm availablity || azsc-olerup-dc","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-18 20:00:01","Upon checking we could see that the VMs are Up and online. Resource Health is Available and also we don't see any reboots or down time observed.

Suspecting discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.
Where the metric shows a downtime, but Resource Health showing ""Available"" status, potentially triggering an alert. 

This could happen due to temporary issues within the Azure monitoring or network latency. We will proceed with ticket closure for now.
"
"INC0157367","2025-06-16 19:20:52","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability - sto-seq-base01","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-18 20:00:01","Upon checking we could see that the VMs are Up and online. Resource Health is Available and also we don't see any reboots or down time observed.

Suspecting discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.
Where the metric shows a downtime, but Resource Health showing ""Available"" status, potentially triggering an alert. 

This could happen due to temporary issues within the Azure monitoring or network latency. We will proceed with ticket closure for now.
"
"INC0157377","2025-06-17 04:16:48","Guna Sekhar (C)","Identify the DB servers from each patch group and share the list with Chris","3 - Moderate","Closed","CDNA Stratogent","Sanjay Kumar (C)","2025-06-19 08:00:02","As per Chris request i ahve listed the DB servers and there server owner names as per group wise 
"
"INC0157378","2025-06-17 05:15:23","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM avalibility_sto-dev-base01","3 - Moderate","Closed","CDNA Stratogent","Swaroop MS (C)","2025-06-19 09:00:01","We had received VM Availability alerts for sto-dev-base01

However, upon checking we could see that the VMs are Up and online. Resource Health is Available, and we don't see any reboots or down time observed.

Suspecting discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.
Where the metric shows a downtime, but Resource Health showing ""Available"" status, potentially triggering an alert. 

This could happen due to temporary issues within the Azure monitoring or network latency. We will proceed with ticket closure for now.
"
"INC0157379","2025-06-17 05:26:13","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability Metric-sto-dev-test02","3 - Moderate","Closed","CDNA Stratogent","Swaroop MS (C)","2025-06-19 09:00:01","We had received VM Availability alerts for sto-dev-test02.

However, upon checking we could see that the VMs are Up and online. Resource Health is Available, and we don't see any reboots or down time observed.

Suspecting discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.
Where the metric shows a downtime, but Resource Health showing ""Available"" status, potentially triggering an alert. 

This could happen due to temporary issues within the Azure monitoring or network latency. We will proceed with ticket closure for now.
"
"INC0157384","2025-06-17 06:24:26","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability Metric- sto-dev-test03","3 - Moderate","Closed","CDNA Stratogent","Sanjay Kumar (C)","2025-06-19 08:00:02","Upon checking, the server is up and running fine.

There has been no reboot triggered from either the Azure portal or the server end.
The current uptime is 2 days and 19 hours.

Please find the attached evidence for your reference."
"INC0157451","2025-06-17 13:14:53","Microsoft Azure NoReply","Azure Multiple VM Availability alerts || sto-dev-test05, sto-dev-test04, sto-flex-base, sto-seq-base02","3 - Moderate","Closed","CDNA Stratogent","Anbalagan Dayananth (C)","2025-06-19 15:00:01","Upon validation the server has not reboot and the availability alert was due to discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.

Where the metric shows a downtime, but Resource Health showing ""Available"" status, potentially triggering an alert.

This could happen due to temporary issues within the Azure monitoring or network latency, no further action required hence marking the ticket for closure."
"INC0157455","2025-06-17 13:58:14","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability_vm-sdwan-ecv-prod-01","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-19 15:00:03","We received a VM Availability alert for vm-mappro-mms-1-prod. However upon investigation we found that the VM is currently up and running. The Resource Health status is marked as Available and there are no signs of reboots or downtime.
 
We suspect a glitch between the VM availability metrics and Resource Health data from Azure. This may be due to temporary delays in metric collection or reporting on Azure's end, where the availability metric may indicate downtime while Resource Health continues to show the VM as available. Such inconsistencies can occasionally trigger false alerts possibly due to transient monitoring issues or network latency.
 
Additionally, no active service issues were observed all regions are reporting as healthy.
 
As no actual impact was observed, we will proceed with closing the ticket for now.
"
"INC0157498","2025-06-18 01:49:48","SolarWinds ","Alert for Fremantle - Clients fail to connect to the wireless network","3 - Moderate","Closed","CDNA Stratogent","Somanth Krishnamurthy (C)","2025-06-21 09:00:03","Hi Team,
The issue was with the incorrect password by user."
"INC0157499","2025-06-18 02:39:06","SolarWinds ","Warning: Open: ALERT: SSP Lab Switch has exceptionaly high response time. Average Response Time is 407 ms and is varying from 168 ms to 2317 ms.","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-21 08:00:01","The device is ""up and running fine"" and able to ping the device with 0% packet loss. Further no issues were found hence closing this incident."
"INC0157500","2025-06-18 03:59:34","Microsoft Azure NoReply","Azure: Activated Severity: 0 vm availability||vm-tcprodsql-01","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-20 09:00:01","Hello Team,

We had received VM Availability alerts for vm-tcprodsql-01

However, upon checking we could see that the VM is Up and running. Resource Health is Available and, we don't see any reboots or down time observed.

Suspecting discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.

Where the metric shows a downtime, but Resource Health showing ""Available"" status, potentially triggering an alert.

This could happen due to temporary issues within the Azure monitoring or network latency. We will proceed with ticket closure for now."
"INC0157501","2025-06-18 04:01:15","Microsoft Azure NoReply","Azure: Activated Severity: 0 vm availability|| vm-tcqaapp-01","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-20 07:00:00","Hi Team, 

We had received VM availability alerts for vm-tcqaapp-01.

However, upon checking, we could see that the VM is up and running. Resource Health is available, and we don't see any reboots or downtime observed. 

Suspecting discrepancy between the VM availability metric and Resource Health from the Azure end, as there can be delays in collecting or reporting metrics from Azure resources sometimes.

Where the metric shows a downtime, but Resource Health shows an ""Available"" status, potentially triggering an alert. 

This could happen due to temporary issues within the Azure monitoring or network latency. We will proceed with ticket closure for now."
"INC0157506","2025-06-18 06:39:29","Microsoft Azure NoReply","Important: An Azure Backup restore failure alert has been activated for atm-oradbs02a","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-20 09:00:05","After Chris made some changes in the Azure portal under the backup vault—""vault-it-backup-wus2""—the backup restore succeeded."" Further, no action is required; hence, closing this incident."
"INC0157536","2025-06-18 08:42:06","SolarWinds ","Critical : Open : volume 'knowbe4-C:\ Label: 5E9D4E7A ' on Node 'knowbe4' is in 'Unknown ' stateAn issue on an object you are monitoring occurred at Wednesda","3 - Moderate","Closed","CDNA Stratogent","Swaroop MS (C)","2025-06-20 10:00:04","Hi Team,

Upon checking, the volume  'knowbe4-C:\ Label: 5E9D4E7A ' on node 'knowbe4' is still showing as 'Unknown', and the same status is reflected on the server itself.

However, the node is up and running fine.

Please find the attached screenshot/logs for reference.

Thanks & Regards,
Sanjay S"
"INC0157537","2025-06-18 08:42:10","SolarWinds ","Critical : Open : volume 'knowbe4-E:\ Label:New Volume A8EDAE0C ' on Node 'knowbe4' is in 'Unknown ' stateAn issue on an object you are monitoring occurred at","3 - Moderate","Closed","CDNA Stratogent","Swaroop MS (C)","2025-06-20 10:00:05","Hi Team,

Upon checking, the volume 'knowbe4-E:\ Label: New Volume A8EDAE0C' on node 'knowbe4' the same status is reflected on the server itself.

However, the node is up and running fine.

Please find the attached screenshot/logs for reference.

Thanks & Regards,
Sanjay S"
"INC0157552","2025-06-18 09:56:05","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM availabity  vm-mappro-hybrid-worker-prod","3 - Moderate","Closed","CDNA Stratogent","Swaroop MS (C)","2025-06-20 11:00:03","Hi Team,
 
We received a VM Availability alert for vm-mappro-hybrid-worker-prod. However, upon investigation we found that the VM is currently up and running. The Resource Health status is marked as Available and there are no signs of reboots or downtime.
 
We suspect a glitch between the VM availability metrics and Resource Health data from Azure. This may be due to temporary delays in metric collection or reporting on Azure's end, where the availability metric may indicate downtime while Resource Health continues to show the VM as available. Such inconsistencies can occasionally trigger false alerts possibly due to transient monitoring issues or network latency.
 
Additionally, no active service issues were observed all regions are reporting as healthy.
 
As no actual impact was observed, we will proceed with closing the ticket for now.
"
"INC0157497","2025-06-18 01:40:13","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availabity-vm-tcprodapp-01","3 - Moderate","Closed","CDNA Stratogent","Sinchana Narendra (C)","2025-06-20 03:00:00","We had received VM Availability alerts for vvm-tcprodapp-01

However, upon checking we could see that the VM is Up and running. Resource Health is Available and also we don't see any reboots or down time observed.

Suspecting discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.
Where the metric shows a downtime, but Resource Health showing ""Available"" status, potentially triggering an alert.

This could happen due to temporary issues within the Azure monitoring or network latency. We will proceed with ticket closure for now."
"INC0157490","2025-06-17 23:32:05","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability || vm-mappro-hybrid-worker-dev","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-20 02:00:02","upon checking we could see that the VM is Up and running. Resource Health is Available and also we don't see any reboots or down time observed.

Suspecting discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.
Where the metric shows a downtime, but Resource Health showing ""Available"" status, potentially triggering an alert. 

This could happen due to temporary issues within the Azure monitoring or network latency. We will proceed with ticket closure for now.
"
"INC0157489","2025-06-17 22:22:50","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability ||  vm-mappro-hybrid-worker-tst","3 - Moderate","Closed","CDNA Stratogent","Chikkanti Mahesh (C)","2025-06-20 02:00:00","Hi team,

Upon verification, the Azure portal server is up and running as expected.

This could happen due to temporary issues within the Azure monitoring or network latency. We will proceed with ticket closure for now. PFA

Best regards,
Mahesh C

"
"INC0157463","2025-06-17 14:34:15","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability Metric || sto-dev-test06","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-19 17:00:03","Upon validation the server has not reboot and the availability alert was due to discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.

Where the metric shows a downtime, but Resource Health showing ""Available"" status, potentially triggering an alert.

This could happen due to temporary issues within the Azure monitoring or network latency, no further action required hence marking the ticket for closure."
"INC0157468","2025-06-17 15:07:13","SolarWinds ","Critical: ALERT: avd-strat-0 rebooted at 6/17/2025 3:04:00 PM","3 - Moderate","Closed","CDNA Stratogent","Chikkanti Mahesh (C)","2025-06-20 02:00:02","Hi Team,

Upon checking, the AVD servers are up and running without any issues.

No further action is required at this time, and we will proceed to close the ticket.

Best regards,
Mahesh C"
"INC0157470","2025-06-17 15:12:57","SolarWinds ","Critical: ALERT: brisbiophys-ssh01 rebooted at 6/17/2025 3:11:00 PM","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-19 16:00:02","This reboot was a legitimate activity as part of the server troubleshooting.

No further action required, hence reducing the priority and marking the ticket to closure."
"INC0157477","2025-06-17 16:19:37","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability_vm-sdwan-orch-prod || vm-tcqasql-01","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-19 17:00:01","Upon validation the server has not reboot and the availability alert was due to discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.

Where the metric shows a downtime, but Resource Health showing ""Available"" status, potentially triggering an alert.

This could happen due to temporary issues within the Azure monitoring or network latency, no further action required hence marking the ticket for closure."
"INC0157481","2025-06-17 16:52:31","Melanie Chua","Samples need to be requeued back to Assay Prep (alt workflow)","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-19 18:00:01","Antonio confirmed through mail that he was able to map the sample and register to SAX.

No further action required, hence closing this incident."
"INC0157482","2025-06-17 17:55:04","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability || azwe-dev-bill01  || vm-tcdevsql-01","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-19 19:00:01","Upon validation the server has not reboot and the availability alert was due to discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.

Where the metric shows a downtime, but Resource Health showing ""Available"" status, potentially triggering an alert.

This could happen due to temporary issues within the Azure monitoring or network latency, no further action required hence marking the ticket for closure."
"INC0157484","2025-06-17 18:28:09","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability || azwe-dev-azir03","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-19 19:00:00","Upon checking we could see that the VMs are Up and online. Resource Health is Available and also we don't see any reboots or down time observed.

Suspecting discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.
Where the metric shows a downtime, but Resource Health showing ""Available"" status, potentially triggering an alert. 

This could happen due to temporary issues within the Azure monitoring or network latency. We will proceed with ticket closure for now.

"
"INC0157486","2025-06-17 18:56:08","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availabaility vm-it-jumphost-sc","3 - Moderate","Closed","CDNA Stratogent","Chikkanti Mahesh (C)","2025-06-19 22:00:00","Hi Team,

Upon verification, the servers are up and running without any packet loss. Additionally, the server status in the Azure portal indicates that everything is functioning normally.

No further action is required at this time, and we will proceed to close the ticket. PFA

Best regards,
Mahesh C"
"INC0157566","2025-06-18 11:18:12","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availibity  azpwprdslimapp1","3 - Moderate","Closed","CDNA Stratogent","Anbalagan Dayananth (C)","2025-06-20 13:00:03","Hello Kenny,

We received an availability alert for the VM azpwprdslimapp1.

After checking from the Azure portal, we confirmed that the VM is currently running normally. The Resource Health status shows the VM as Available with no signs of reboots or downtime.

It seems there was a mismatch between the Availability metrics and Resource Health data. This can happen occasionally due to temporary delays in data collection, network latency, or other short-term monitoring issues. As a result availability metrics might briefly show downtime even when the VM is healthy leading to false alerts.

We also confirmed that there are no active service issues in any Azure regions.

Since there was no actual impact, we will go ahead and close the ticket.

"
"INC0157318","2025-06-16 11:04:11","SolarWinds ","Critical: Open - Application ""Windows Server 2003-2012 Services and Counters"" on ""SFOPAPSW01"" is currently CriticalThe application Windows Server 2003-2012 Se","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-23 01:00:01","Upon checking, Application ""Windows Server 2003-2012 Services and Counters"" on ""SFOPAPSW01"" is Up

we found that the application and services are running properly.

% Processor Time (UP)

Therefore, we are closing this ticket."
"INC0157094","2025-06-12 20:44:34","SolarWinds ","Critical: Open: ALERT: Current packet loss for iil-dev.xdxinc.net is 50 %.Average Response time is 21 ms and is varying from 20 ms to 24 ms.","3 - Moderate","Closed","CDNA Stratogent","Sinchana Narendra (C)","2025-06-15 02:00:00","Upon verify , there is iil-dev.xdxinc.net  there is no packet loss. 
the node is also up and running fine. "
"INC0157181","2025-06-14 00:13:47","SolarWinds ","Critical: Open - Application ""SSL Certificate Expiration Date"" on ""ibox-api-test.caredx.com"" is currently Down","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-16 01:00:00","The application SSL Certificate Expiration Date on ibox-api-test.caredx.com (52.165.184.170) is ""UP"".

The following is a list of components in this application is ""UP"".

SSL Certificate Expiration Date Monitor(UP)

Additionally, we received cleared alert. Moving the ticket to closure.
"
"INC0157188","2025-06-14 12:39:49","SolarWinds ","Critical: Open - Application ""CareDx_Application_Monitor"" on ""vcenter01"" is currently Down","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-16 13:00:00","Upon validating, the application CareDx_Application_Monitor on vcenter01 (10.125.143.10) is currently in a state ""up""

Also, the component of the application ClarityLIMS is also up and accessible from the server vcenter01.

As we received closure alert from SolarWinds hence making the ticket to closure."
"INC0157203","2025-06-15 14:02:21","SolarWinds ","Critical: Open: ALERT: Current packet loss for STO-VCENTER01 is 50 %.Average Response time is 167 ms and is varying from 167 ms to 168 ms.","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-17 15:00:00","Upon reviewing the event logs, we identified Event ID 41, indicating that the server may have rebooted due to a power interruption or system unresponsiveness.

However, the server is now up and running fine, and all automatic services are running as expected.

we have an ongoing ticket to the same. REF: INC0157206

Hence marking the ticket to closure."
"INC0157204","2025-06-15 14:02:47","SolarWinds ","Critical: Open - Application ""SSL Certificate"" on ""STO-VCENTER01"" is currently Down","5 - Planning","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-17 15:00:01","Upon reviewing the event logs, we identified Event ID 41, indicating that the server may have rebooted due to a power interruption or system unresponsiveness.

However, the server is now up and running fine, and all automatic services are running as expected.

we have an ongoing ticket to the same. REF: INC0157206

Hence marking the ticket to closure.
"
"INC0157205","2025-06-15 14:07:46","SolarWinds ","Critical : Open : Node ""STO-VCENTER01"" IP ""10.100.100.230"" is ""Down""  Alert description: Node ""STO-VCENTER01""  IP ""10.100.100.230""  is DownAlert Generated","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-17 15:00:01","Upon reviewing the event logs, we identified Event ID 41, indicating that the server may have rebooted due to a power interruption or system unresponsiveness.

However, the server is now up and running fine, and all automatic services are running as expected.

we have an ongoing ticket to the same. REF: INC0157206

Hence marking the ticket to closure."
"INC0157206","2025-06-15 14:18:15","SolarWinds ","Critical: ALERT: STO-VCENTER01 rebooted at 6/15/2025 2:16:00 PM","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-19 18:00:01","As the server is up and running fine and no issues reported.

No further action required hence marking the ticket for closure."
"INC0157207","2025-06-15 16:18:38","SolarWinds ","Critical: Open: ALERT: Current packet loss for outsys-prod.xdxinc.net is 100 %.Average Response time is -1 ms and is varying from -2 ms to -2 ms.","3 - Moderate","Closed","CDNA Stratogent","Anbalagan Dayananth (C)","2025-06-17 23:00:00","Server has been rebooted as part of the scheduled weekend maintenance activity, post reboot server is up and back online and running as expected considering the scenario ticket is good to be closed."
"INC0157208","2025-06-15 16:20:37","SolarWinds ","Critical: ALERT: outsys-prod.xdxinc.net rebooted at 6/15/2025 4:17:00 PM","3 - Moderate","Closed","CDNA Stratogent","Anbalagan Dayananth (C)","2025-06-17 17:00:00","Server has been rebooted as part of the scheduled weekend maintenance activity, post reboot server is up and back online and running as expected considering the scenario ticket is good to be closed."
"INC0157179","2025-06-13 21:27:35","SolarWinds ","Critical : Open : Node ""YellowDC01"" IP ""10.100.100.70"" is ""Down""  Alert description: Node ""YellowDC01""  IP ""10.100.100.70""  is DownAlert Generated time  :","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-15 22:00:00","Yellowdc01 is already decommissioned.
Moving the ticket to closure."
"INC0157178","2025-06-13 21:23:13","SolarWinds ","Critical: Open: ALERT: Current packet loss for YellowDC01 is 80 %.Average Response time is 170 ms and is varying from 167 ms to 174 ms.","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-15 22:00:01","Yellowdc01 is already decommissioned.
Moving the ticket to closure."
"INC0157177","2025-06-13 18:04:16","SolarWinds ","Warning : Open:-Disk space low on host  ""avd-strat-0"" IP Address ""10.50.81.42"" for Volume ""C:\ Label:Windows  Serial Number F661C6E4"". Free space is ""13 %""","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-18 07:00:02","After deleting the unwanted data, the current C drive utilization is 15% and further no issues were found hence closing this incident."
"INC0157101","2025-06-13 05:07:56","Guna Sekhar (C)","Dev/Test servers, Post patching evidence and uninstall qualys agent for no access server","3 - Moderate","Closed","CDNA Stratogent","Pompa Reddy (C)","2025-06-15 14:00:03","Connected with Rey, captured the post-patching evidence, and uninstalled the Qualys agent for the below servers.
dev-adf-rpt01
ds-dev-ml01
vm-tcdevapp-01
vm-tcdevsql-01

For the remaining servers, even Rey doesn't have access. Hence, closing the ticket."
"INC0157105","2025-06-13 06:02:46","SolarWinds ","Warning: Open: ALERT: vcenter01 has exceptionaly high response time. Average Response Time is 463 ms and is varying from 14 ms to 4482 ms.","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-15 07:00:00","The server is ""up and running fine,"" and able to ping the server with 0% packet loss. Additionally, we have received the recovery alert; further, no issues were found, hence closing this incident."
"INC0157108","2025-06-13 06:23:04","SolarWinds ","Critical: ALERT: azpwlabslimapp1 rebooted at 6/13/2025 6:21:00 AM","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-15 07:00:00","The Server is rebooted by Kenny, hence reducing the priority and no action is required on this."
"INC0157113","2025-06-13 08:05:12","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM availiabity || vm-dev-db-mtilda-01","3 - Moderate","Closed","CDNA Stratogent","Swaroop MS (C)","2025-06-15 09:00:01","We had received an VM Availability alert for vm-dev-db-mtilda-01.

Upon checking from the Azure portal, can see that the restart action was triggered by an authorized user or process from within the Virtual Machine. We don't have the sufficient login privileges to check the logs from the server end.
 
However, from Resource Health we can see the VM is in available state. Hence proceeding with ticket closure.
"
"INC0157137","2025-06-13 10:12:15","SolarWinds ","Critical: Open - Application ""Windows Server 2019 Services and Counters"" on ""Prometheus2"" is currently WarningThe application Windows Server 2019 Services and","3 - Moderate","Closed","CDNA Stratogent","Pompa Reddy (C)","2025-06-15 11:00:02","The application Windows Server 2019 Services and Counters on ""Prometheus2"" is currently in a state of ""Up"".
 
The following is a list of components in this application presently.
 
% Processor Time(Up)"
"INC0157154","2025-06-13 12:21:05","Swaroop MS (C)","VM Image Cleanup for brisdc02 and sto-prd-dc01 from their respective vCenters.","3 - Moderate","Closed","CDNA Stratogent","Swaroop MS (C)","2025-06-15 13:00:03","As part of the decommissioning process, we have deleted the VM images of both brisdc02 and sto-prd-dc01 from their respective vCenters.

No further action is required.

Hence, closing this ticket.

PFA
"
"INC0157174","2025-06-13 16:46:24","Antonio Cervantes","P1 - AP samples mapped to cDNA  plate","1 - Critical","Closed","CDNA Stratogent","Pompa Reddy (C)","2025-06-15 19:00:00","As confirmed by the user, Run is now successfully registered in SAX hence we are closing out the P1"
"INC0157175","2025-06-13 17:49:19","SolarWinds ","Critical : Open:-Disk space low on host  ""avd-strat-0"" IP Address ""10.50.81.42"" for Volume ""C:\ Label:Windows  Serial Number F661C6E4"". Free space is ""8 %""","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-15 22:00:01","Disk space low on host  ""avd-strat-0"" IP Address ""10.50.81.42"" for Volume ""C:\ Label:Windows  Serial Number F661C6E4"". Free space is ""15"".

which is below the threshold value.

Additionally, we received cleared alert form SolarWinds .

Moving the ticket to closure."
"INC0157219","2025-06-15 19:24:51","SolarWinds ","Critical: ALERT: azpwqaslimapp1 rebooted at 6/15/2025 7:24:00 PM","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-17 21:00:00","As part of patching activity, azpwqaslimapp1 rebooted.

We are able to login into the server without any issues.

PFA

Moving the ticket to closure."
